,actual values,predicted values
18452,[-0.88167327],[-0.54299201]
18453,[0.68530976],[0.16202157]
18454,[-0.07119275],[0.26103347]
18455,[-1.30717554],[-1.09068121]
18456,[0.44886558],[0.43622294]
18457,[-1.20586548],[-1.18681821]
18458,[1.2593461],[1.47256254]
18459,[-0.11171678],[-0.0505859]
18460,[-0.09896522],[0.0883982]
18461,[-0.0651952],[0.03676374]
18462,[-0.462925],[-0.29942537]
18463,[-0.7668552],[-0.62297611]
18464,[-1.37471558],[-1.12139935]
18465,[1.93474653],[0.9880876]
18466,[-0.19276483],[-0.30312074]
18467,[-0.59800509],[-0.62805366]
18468,[1.86720648],[1.97379086]
18469,[-1.09780141],[-1.29418971]
18470,[-0.80062522],[-0.94473868]
18471,[-0.86816526],[-0.65293987]
18472,[-0.462925],[-0.26392342]
18473,[0.52315963],[0.47662757]
18474,[-0.15899481],[-0.37390925]
18475,[-0.51695704],[-0.54823888]
18476,[0.4826356],[-0.66731274]
18477,[0.03687132],[0.21713729]
18478,[1.29311612],[1.32540002]
18479,[0.17870541],[-0.0180795]
18480,[-0.59800509],[-0.62431181]
18481,[0.21247543],[0.02755576]
18482,[-0.73308517],[-0.7299816]
18483,[-0.42915498],[-0.61792541]
18484,[-0.48994102],[-0.28949288]
18485,[-0.80062522],[-0.74761547]
18486,[0.24624545],[-0.23260413]
18487,[-0.07119275],[0.08692147]
18488,[0.06388733],[0.61895741]
18489,[-0.64528312],[-0.52623318]
18490,[-0.05768474],[-0.32042424]
18491,[-0.49669502],[-0.55450553]
18492,[2.02854614],[2.11717608]
18493,[0.14493539],[0.23973639]
18494,[0.38132554],[0.29714214]
18495,[-0.63177511],[-0.39647347]
18496,[-0.83439524],[-1.14428862]
18497,[3.11669728],[2.25216001]
18498,[-1.21937349],[-0.85033147]
18499,[-0.04417674],[0.58835967]
18500,[-0.27381288],[-0.53382308]
18501,[0.69200973],[0.00542376]
18502,[0.41509556],[0.61263666]
18503,[-1.03701537],[-1.50772936]
18504,[0.34755551],[0.14110207]
18505,[-0.7736092],[-0.79804499]
18506,[0.68525573],[0.51779857]
18507,[-0.22653485],[-0.51854969]
18508,[0.31378549],[0.6693575]
18509,[1.68484837],[1.48556641]
18510,[1.15803603],[1.35263586]
18511,[-0.32784492],[-0.0989902]
18512,[1.96851655],[1.95747154]
18513,[-0.42915498],[-0.54967469]
18514,[-0.73308517],[-0.7861729]
18515,[-0.9357053],[-0.5548282]
18516,[2.19139869],[2.2356063]
18517,[1.66458636],[1.90316568]
18518,[1.39442618],[1.8342155]
18519,[2.27244674],[2.24506503]
18520,[0.04362532],[0.21529244]
18521,[0.07739534],[-0.04252183]
18522,[0.04362532],[0.29753735]
18523,[0.26650746],[-0.19946644]
18524,[-0.09820877],[-0.19894829]
18525,[-0.05768474],[-0.56168588]
18526,[1.98202456],[1.41357964]
18527,[-0.07119275],[-0.39890972]
18528,[-0.00365271],[0.11947526]
18529,[-0.59800509],[-0.62933324]
18530,[3.18423733],[2.88936761]
18531,[0.80682781],[0.91140393]
18532,[-0.32109091],[-0.25965453]
18533,[-1.35783057],[-1.62428717]
18534,[-0.36161494],[-0.32216868]
18535,[-0.65203712],[-0.78242057]
18536,[-0.63177511],[-0.4389692]
18537,[-1.21937349],[-1.24658596]
18538,[-0.95934432],[-0.67688069]
18539,[-0.80062522],[-0.93351571]
18540,[1.81992845],[0.79305024]
18541,[-0.59800509],[-0.4632982]
18542,[-0.22653485],[0.24343331]
18543,[1.7321264],[1.50565609]
18544,[-1.30717554],[-1.10879909]
18545,[-0.27381288],[-0.24375943]
18546,[0.38807954],[-0.1986491]
18547,[-0.29407489],[-0.4759532]
18548,[-1.57733571],[-1.17583238]
18549,[-0.74659318],[-0.3164453]
18550,[-0.31433691],[0.02452457]
18551,[-0.11171678],[-0.26273503]
18552,[0.9554159],[0.45465876]
18553,[-0.15899481],[-0.09029606]
18554,[-0.67905314],[-0.70661975]
18555,[-0.462925],[-0.44390107]
18556,[-0.86816526],[-0.7024553]
18557,[0.51640562],[1.43034818]
18558,[-1.00324535],[-0.89238522]
18559,[0.88787586],[0.79054731]
18560,[-0.7668552],[-0.90740133]
18561,[-0.7736092],[-0.80759108]
18562,[-1.06403139],[-1.00280341]
18563,[-0.32784492],[-0.51738399]
18564,[-0.47643301],[-0.37977189]
18565,[-0.9357053],[-0.84315233]
18566,[0.0098553],[0.07064581]
18567,[-0.86816526],[-0.83971104]
18568,[1.55576584],[1.53626605]
18569,[2.33998679],[1.61088633]
18570,[-0.53046505],[-0.41554796]
18571,[-0.26030487],[0.16811886]
18572,[-0.69931515],[-0.78040808]
18573,[-0.73308517],[-0.46628784]
18574,[0.9554159],[0.35926561]
18575,[0.7865658],[0.99170762]
18576,[0.25975346],[0.34365608]
18577,[0.07739534],[0.15358579]
18578,[1.54976828],[1.53665581]
18579,[-0.28056689],[-0.40990743]
18580,[1.34714815],[1.6767032]
18581,[-1.15183344],[-0.93338463]
18582,[-0.20027528],[-0.14850029]
18583,[0.21247543],[0.4477159]
18584,[-0.6115131],[-0.63017899]
18585,[-0.66554513],[-0.52240682]
18586,[1.90097651],[1.85772963]
18587,[-0.82164368],[-1.03778631]
18588,[-0.22653485],[-0.61067665]
18589,[-0.86816526],[-0.78490232]
18590,[2.29270876],[1.6221724]
18591,[-0.462925],[-0.27019695]
18592,[-0.86816526],[-0.67424415]
18593,[-0.88167327],[-0.73759893]
18594,[-0.29407489],[-0.19858183]
18595,[-0.36161494],[-0.51290281]
18596,[-0.39538496],[-0.05001241]
18597,[0.13142738],[0.17635734]
18598,[-0.7668552],[-1.09974976]
18599,[0.04497612],[-0.03968029]
18600,[-0.34135292],[-0.49317075]
18601,[-0.35486093],[-0.00192355]
18602,[-0.19276483],[0.00186113]
18603,[-0.15899481],[-0.49451126]
18604,[2.44129685],[2.21848793]
18605,[-1.10455541],[-0.70040404]
18606,[-0.32784492],[0.16418993]
18607,[-1.37471558],[-1.35408777]
18608,[-0.19276483],[-0.38785242]
18609,[-1.27340552],[-0.72138597]
18610,[-1.18298291],[-1.46100611]
18611,[-1.42199361],[-1.38295908]
18612,[-1.00324535],[-1.12772683]
18613,[0.33404751],[0.37857524]
18614,[0.14493539],[-0.16622001]
18615,[-0.26030487],[-0.07754723]
18616,[-0.79387121],[-0.62216554]
18617,[0.68525573],[0.92769509]
18618,[0.82033582],[1.66221153]
18619,[-0.16650526],[-0.15003583]
18620,[-1.00324535],[-0.94726436]
18621,[-0.57774308],[-0.44374669]
18622,[1.36065616],[0.52702602]
18623,[-0.53046505],[0.06164904]
18624,[0.1651974],[-0.03141377]
18625,[0.0098553],[-0.36083438]
18626,[0.98918592],[0.63275102]
18627,[-0.91544329],[-0.73069107]
18628,[1.4281962],[1.51479563]
18629,[-0.96947533],[-0.9291434]
18630,[-0.3008289],[-0.15801063]
18631,[-0.53046505],[-0.24299638]
18632,[0.51640562],[0.46787867]
18633,[-1.28691353],[-1.31195432]
18634,[2.84653711],[3.8240127]
18635,[-1.61110574],[-1.29745198]
18636,[-0.39538496],[-0.10973081]
18637,[1.01544549],[1.10641774]
18638,[-0.32784492],[0.50189875]
18639,[-0.15899481],[-0.06638711]
18640,[-0.67905314],[-0.4205641]
18641,[-0.88167327],[-0.81061982]
18642,[-0.00365271],[0.05812028]
18643,[-0.89518128],[-0.94177507]
18644,[-0.19276483],[-0.52922081]
18645,[-0.54735006],[-0.45329976]
18646,[-1.27340552],[-1.00798599]
18647,[-1.61110574],[-1.41024459]
18648,[-0.39538496],[-0.60357208]
18649,[-0.59800509],[-0.33782469]
18650,[-0.86816526],[-0.49165889]
18651,[-0.36161494],[-0.27141581]
18652,[1.32688614],[1.77013649]
18653,[0.7865658],[0.91286815]
18654,[-0.74659318],[-0.59653762]
18655,[-1.84749589],[-2.04628041]
18656,[-0.29407489],[-0.01371839]
18657,[0.31378549],[0.31007354]
18658,[-0.10496277],[-0.39378364]
18659,[-0.24679686],[-0.28749161]
18660,[-0.1387328],[-0.205939]
18661,[-0.80062522],[-1.02371041]
18662,[0.33404751],[0.92715247]
18663,[-0.96947533],[-0.83459737]
18664,[1.49573625],[0.5258653]
18665,[1.07698798],[0.8825232]
18666,[1.7321264],[1.44752949]
18667,[0.07739534],[0.01786976]
18668,[-0.67905314],[-0.65959105]
18669,[-0.22653485],[-0.25361152]
18670,[-1.37471558],[-1.13490579]
18671,[1.19180605],[1.29462472]
18672,[2.63040897],[2.40539533]
18673,[-0.462925],[-0.06097326]
18674,[-0.03742273],[0.0996901]
18675,[1.36065616],[0.92407174]
18676,[-0.66554513],[-0.8031587]
18677,[-1.20586548],[-0.96309186]
18678,[0.9554159],[1.55696568]
18679,[1.76589642],[1.42979521]
18680,[-0.41564697],[-0.71307371]
18681,[1.22557608],[1.06322371]
18682,[-0.80062522],[-0.85296617]
18683,[-0.05768474],[-0.36660311]
18684,[-0.1387328],[-0.08088342]
18685,[-0.20627284],[-0.30658082]
18686,[2.72496503],[2.2751253]
18687,[1.49573625],[1.507532]
18688,[-0.21978085],[-0.04956508]
18689,[-0.05768474],[0.24266731]
18690,[1.02295595],[1.14506178]
18691,[-1.03026136],[-0.96072067]
18692,[-0.80062522],[-0.87575791]
18693,[-1.47602565],[-1.11836925]
18694,[-0.88918372],[-1.03292372]
18695,[-1.22950449],[-1.18072939]
18696,[-0.67905314],[-0.6251116]
18697,[-0.85465725],[-0.80207164]
18698,[1.56327629],[0.95004945]
18699,[0.0098553],[0.04865373]
18700,[-0.05768474],[0.47336932]
18701,[-0.19276483],[0.12812822]
18702,[-1.07829584],[-0.98551146]
18703,[-0.81413323],[-0.71277164]
18704,[0.82033582],[-0.03476204]
18705,[-1.01675336],[-1.11231735]
18706,[-0.86816526],[-0.83739599]
18707,[3.1504673],[3.36220912]
18708,[0.58394567],[0.1241942]
18709,[-0.32784492],[0.01027348]
18710,[1.4146882],[1.04617018]
18711,[-0.66554513],[-0.52640572]
18712,[2.69794902],[2.3987213]
18713,[0.11116536],[0.38346165]
18714,[0.17870541],[-0.05226203]
18715,[-0.91544329],[-0.58980079]
18716,[-0.32784492],[-0.58748737]
18717,[-0.98973734],[-0.935801]
18718,[0.14493539],[0.16319314]
18719,[0.56968121],[0.51561826]
18720,[-0.83439524],[-0.91100362]
18721,[-1.13832543],[-1.27837761]
18722,[2.58988495],[1.9652927]
18723,[-0.39538496],[-0.35131284]
18724,[-0.90193528],[-1.08373476]
18725,[-0.59800509],[-0.54959454]
18726,[-0.9357053],[-0.68485644]
18727,[-0.56423507],[-0.89652971]
18728,[0.28601303],[0.15868804]
18729,[-1.2396355],[-1.19101391]
18730,[-1.19235747],[-1.032139]
18731,[-0.66554513],[-0.44487163]
18732,[-0.83439524],[-0.54964054]
18733,[-0.80062522],[-0.61886939]
18734,[-0.26030487],[0.09614328]
18735,[0.68525573],[0.47447524]
18736,[-0.00365271],[-0.06442947]
18737,[-0.80062522],[-0.95140308]
18738,[2.2049067],[2.55917537]
18739,[-1.05052338],[-1.17579324]
18740,[-0.81413323],[-0.89342056]
18741,[-0.65879113],[-0.62605442]
18742,[0.94190789],[0.39839603]
18743,[-0.32784492],[-0.51748429]
18744,[-0.9221973],[-0.95510821]
18745,[1.15803603],[1.00468915]
18746,[0.14493539],[-0.35602565]
18747,[-0.29407489],[-0.57081824]
18748,[-1.17209546],[-1.24917802]
18749,[2.10359664],[2.58905337]
18750,[0.68525573],[1.57412651]
18751,[-0.00365271],[0.08340915]
18752,[-0.96947533],[-0.84108894]
18753,[-0.26030487],[0.40749572]
18754,[0.14493539],[0.31065958]
18755,[4.25137001],[3.48905897]
18756,[-0.67905314],[-0.78356958]
18757,[-0.39538496],[-0.65372973]
18758,[0.90813787],[1.11351923]
18759,[-0.90193528],[-0.8208803]
18760,[0.61771569],[1.03777162]
18761,[-0.34810693],[0.01346798]
18762,[0.0098553],[0.60446003]
18763,[-0.03142518],[0.12808078]
18764,[-0.69931515],[-0.51148136]
18765,[-0.57774308],[-0.34715431]
18766,[-0.39538496],[-0.06823736]
18767,[2.71145702],[1.84886981]
18768,[0.04700232],[0.45084347]
18769,[-0.462925],[-0.18511866]
18770,[2.57637694],[2.84632067]
18771,[0.19221342],[-0.11369406]
18772,[-0.69931515],[-0.70461165]
18773,[-1.19911147],[-1.12803787]
18774,[-1.00324535],[-1.00569051]
18775,[-0.98636034],[-0.96077298]
18776,[-0.00365271],[-0.37442943]
18777,[2.30621677],[2.09575264]
18778,[1.17154404],[0.69099313]
18779,[-0.53046505],[-0.75216675]
18780,[1.15803603],[0.90492982]
18781,[-0.74059563],[-0.72835369]
18782,[-1.00324535],[-0.93568061]
18783,[-0.94921331],[-0.98498351]
18784,[0.17870541],[0.38422751]
18785,[-0.12522479],[-0.5145215]
18786,[0.55017564],[0.09154999]
18787,[3.04915724],[2.68434589]
18788,[-0.56423507],[-0.78764215]
18789,[0.4826356],[0.62201456]
18790,[-1.07078539],[-1.04056006]
18791,[-0.09145477],[-0.02258065]
18792,[-0.90193528],[-1.08155392]
18793,[-0.69931515],[-0.66547153]
18794,[-0.86816526],[-0.60052646]
18795,[0.21247543],[0.15980742]
18796,[2.22516871],[1.61020593]
18797,[-0.34135292],[-0.36281642]
18798,[-0.12522479],[-0.16357068]
18799,[0.86761385],[0.96817961]
18800,[1.00269393],[1.09559136]
18801,[0.46912759],[0.10646661]
18802,[-0.90193528],[-0.67626053]
18803,[0.38807954],[0.54586988]
18804,[-0.86816526],[-0.80614452]
18805,[-0.69931515],[-0.95956209]
18806,[-0.32784492],[-0.28412918]
18807,[-0.42915498],[-0.48120423]
18808,[-1.47602565],[-1.34803704]
18809,[0.92164588],[0.69960404]
18810,[1.95500854],[1.88163613]
18811,[-0.80062522],[-0.70620317]
18812,[-0.90193528],[-1.05005154]
18813,[-0.49669502],[-0.1674781]
18814,[0.05037933],[0.49238915]
18815,[-0.32784492],[-0.26365006]
18816,[-0.83439524],[-0.74821399]
18817,[0.15709259],[-0.06269482]
18818,[-0.37512295],[-1.04380586]
18819,[-0.56423507],[0.08219079]
18820,[0.41509556],[0.48544105]
18821,[0.46912759],[1.07930925]
18822,[-0.07119275],[-0.14121295]
18823,[-0.1454868],[-0.35497443]
18824,[1.49573625],[1.25986771]
18825,[-1.2396355],[-1.15195875]
18826,[0.38132554],[1.01762666]
18827,[-0.67905314],[-0.40496566]
18828,[0.0098553],[-0.34954458]
18829,[0.38132554],[0.02419267]
18830,[-0.78036321],[-0.50406878]
18831,[-0.59800509],[-1.27825598]
18832,[1.95500854],[1.29682508]
18833,[0.0098553],[-0.04616552]
18834,[0.9554159],[0.78616562]
18835,[-0.9357053],[-0.71835126]
18836,[-0.1387328],[-0.0981845]
18837,[-0.53046505],[-0.14140725]
18838,[-0.12522479],[-0.19260675]
18839,[0.38807954],[0.53820516]
18840,[-1.07078539],[-0.92700292]
18841,[-0.1488638],[0.09643055]
18842,[1.4281962],[1.34970094]
18843,[0.12467337],[0.0656668]
18844,[-0.7668552],[-0.424464]
18845,[2.74522705],[2.44914565]
18846,[2.77899707],[2.25619857]
18847,[1.59704631],[1.19227199]
18848,[0.23273744],[0.02745819]
18849,[-0.85465725],[-0.59104272]
18850,[0.92164588],[1.06354266]
18851,[-0.78711721],[-0.41765742]
18852,[-0.12522479],[-0.07508567]
18853,[1.36065616],[1.07684842]
18854,[-1.35445357],[-1.43610818]
18855,[-1.30042154],[-1.30054957]
18856,[0.23273744],[-0.01660715]
18857,[-1.57733571],[-1.37585404]
18858,[-0.36161494],[-0.18878533]
18859,[-1.2396355],[-1.1051386]
18860,[0.87436785],[0.19170798]
18861,[-0.05768474],[0.01821489]
18862,[0.38132554],[0.40494087]
18863,[0.06388733],[0.1927695]
18864,[-0.32784492],[0.07254004]
18865,[0.0098553],[0.30712386]
18866,[-1.47602565],[-1.13353118]
18867,[-0.09955957],[-0.13426117]
18868,[-0.90193528],[-0.89794284]
18869,[-0.29407489],[-0.50101064]
18870,[0.71902575],[0.8369593]
18871,[-0.90193528],[-0.55201524]
18872,[2.76548906],[2.26323102]
18873,[0.0098553],[-0.18535765]
18874,[-0.17925682],[-0.36893111]
18875,[1.09049599],[1.43891805]
18876,[0.87436785],[0.73218027]
18877,[-0.86816526],[-1.08742443]
18878,[0.44886558],[0.18773735]
18879,[-1.00324535],[-0.7963699]
18880,[1.15803603],[1.13090065]
18881,[-0.80062522],[-0.5858269]
18882,[-0.69931515],[-0.91192721]
18883,[-0.36161494],[-0.62616028]
18884,[-0.26030487],[-0.38945635]
18885,[0.82033582],[0.47839819]
18886,[0.19896742],[-0.19876275]
18887,[-0.35561738],[-0.15825827]
18888,[-0.66554513],[-0.80587078]
18889,[0.82033582],[1.11031517]
18890,[0.13142738],[0.05889053]
18891,[-0.47043546],[-0.60871827]
18892,[0.1651974],[0.06093175]
18893,[0.56968121],[0.07689365]
18894,[1.36065616],[2.71152646]
18895,[1.76589642],[1.63738964]
18896,[-0.6115131],[-0.6648376]
18897,[-0.63177511],[-0.09098989]
18898,[-0.03742273],[-0.00061057]
18899,[-0.34135292],[-0.44536286]
18900,[-0.63177511],[-0.60844001]
18901,[-0.47643301],[-0.60637843]
18902,[0.4826356],[0.27953124]
18903,[0.4826356],[0.1139012]
18904,[-0.74659318],[-0.86354623]
18905,[-1.40848561],[-1.36490738]
18906,[2.54260692],[1.0091112]
18907,[-0.39538496],[-0.13119638]
18908,[-0.12522479],[-0.15320689]
18909,[-0.29407489],[-0.32305371]
18910,[1.29311612],[1.14222802]
18911,[-0.54397305],[-0.10717855]
18912,[-0.66554513],[-1.00481181]
18913,[-0.63177511],[-0.52627592]
18914,[0.55017564],[0.77134325]
18915,[-0.71957717],[-0.68861794]
18916,[-0.1387328],[-0.16028793]
18917,[-0.20627284],[-0.04389992]
18918,[-0.71957717],[-0.52965329]
18919,[-0.83439524],[-0.77930867]
18920,[0.40158755],[0.32502908]
18921,[-1.10455541],[-0.69426293]
18922,[0.33404751],[0.27985775]
18923,[1.63081633],[1.64075042]
18924,[-0.81413323],[-0.94294761]
18925,[-1.13157143],[-1.00038318]
18926,[0.0833929],[0.01709339]
18927,[-1.27340552],[-1.15710107]
18928,[-0.51020303],[-0.44543949]
18929,[-0.90193528],[-0.87924671]
18930,[-0.41564697],[-0.45882354]
18931,[-0.51695704],[-0.48739642]
18932,[-1.37471558],[-1.20435762]
18933,[2.44129685],[2.80474066]
18934,[0.34755551],[1.06433763]
18935,[-1.20586548],[-0.9966533]
18936,[-0.6115131],[-0.17279893]
18937,[-1.19235747],[-0.97369452]
18938,[1.3396377],[1.39120582]
18939,[-0.39538496],[-0.15746983]
18940,[0.68525573],[0.91465464]
18941,[-0.29407489],[0.15765596]
18942,[-0.29407489],[-0.01814756]
18943,[-0.56423507],[-0.91592593]
18944,[-0.59800509],[-0.91184202]
18945,[-1.05052338],[-1.03367645]
18946,[0.61771569],[0.52742954]
18947,[0.4826356],[0.04937868]
18948,[-1.03701537],[-0.97953156]
18949,[-0.28056689],[0.05306418]
18950,[-0.90193528],[-1.00942175]
18951,[-0.39538496],[-0.44557583]
18952,[-1.34094556],[-1.08879718]
18953,[1.95500854],[1.48813303]
18954,[1.4281962],[1.31886064]
18955,[-0.24341986],[-0.26467459]
18956,[0.17870541],[0.08403378]
18957,[-1.01675336],[-1.26941337]
18958,[-0.94921331],[-1.11503379]
18959,[-1.25314351],[-1.30281247]
18960,[0.9554159],[1.72067213]
18961,[-0.80062522],[-0.76569219]
18962,[-1.19911147],[-1.12811589]
18963,[0.70551774],[1.0897597]
18964,[0.0166093],[0.28091333]
18965,[0.6312237],[0.95411257]
18966,[1.76589642],[2.19616609]
18967,[1.91448452],[1.92345293]
18968,[-1.14583589],[-0.91438169]
18969,[1.7321264],[0.89034622]
18970,[0.28001547],[0.09961293]
18971,[-0.63177511],[-0.53880097]
18972,[-0.18601083],[-0.16972725]
18973,[-0.33459892],[-0.18746113]
18974,[1.05672597],[0.62450092]
18975,[0.19896742],[0.36172011]
18976,[0.41509556],[0.68235686]
18977,[-1.06065438],[-1.20863042]
18978,[-1.45576364],[-1.20847889]
18979,[1.59704631],[0.95923069]
18980,[-1.00324535],[-0.73148393]
18981,[-0.12522479],[-0.12684837]
18982,[-0.47643301],[-0.55874123]
18983,[0.7865658],[0.85866518]
18984,[-0.39538496],[-0.61312465]
18985,[-0.88167327],[-0.96478639]
18986,[0.28001547],[0.33138649]
18987,[-0.03742273],[0.03451348]
18988,[-0.42915498],[-0.05119456]
18989,[-1.32743755],[-1.52295183]
18990,[-0.86816526],[-0.88378789]
18991,[-0.15899481],[0.12563173]
18992,[0.13142738],[0.28543824]
18993,[-1.0842934],[-0.9745825]
18994,[-0.26030487],[-0.48282857]
18995,[0.21247543],[0.15731915]
18996,[0.75279577],[1.24634542]
18997,[1.21206807],[1.08528809]
18998,[0.36106352],[0.93978128]
18999,[-0.83439524],[-0.81439554]
19000,[-0.73308517],[-1.01510255]
19001,[-1.05052338],[-0.97904327]
19002,[1.56327629],[2.37623077]
19003,[1.29311612],[0.50368102]
19004,[3.42062748],[3.50703052]
19005,[-1.54356569],[-1.63907307]
19006,[0.09765736],[-0.05838978]
19007,[-0.49669502],[-0.13126879]
19008,[-0.64528312],[-0.62289624]
19009,[-0.81413323],[-0.82682456]
19010,[-0.28732089],[-0.26855621]
19011,[1.29311612],[2.02417107]
19012,[3.52193754],[2.51942732]
19013,[-1.2396355],[-1.19537891]
19014,[-0.29407489],[-0.6015852]
19015,[-0.5379755],[-0.53645031]
19016,[0.41509556],[-0.02111841]
19017,[0.9554159],[1.09372568]
19018,[-1.13832543],[-0.88079277]
19019,[0.44886558],[0.56482632]
19020,[-0.59800509],[-0.25016346]
19021,[0.01585286],[-0.21869264]
19022,[0.41509556],[1.03139853]
19023,[0.82033582],[0.64584816]
19024,[0.41509556],[0.08816485]
19025,[-1.35445357],[-1.15464841]
19026,[-1.34094556],[-1.08228766]
19027,[0.09690091],[-0.10447483]
19028,[-1.01675336],[-0.82093665]
19029,[-1.50979567],[-1.43655021]
19030,[1.70511038],[2.18343798]
19031,[-1.25989751],[-1.28044503]
19032,[-1.37471558],[-1.07613629]
19033,[-1.00324535],[-1.06463277]
19034,[-0.462925],[-0.27929051]
19035,[0.7865658],[1.16315368]
19036,[0.51640562],[0.76151974]
19037,[-0.46967901],[-0.117434]
19038,[-1.13832543],[-1.02261434]
19039,[1.59704631],[1.08638287]
19040,[1.06685697],[0.74045676]
19041,[-1.21937349],[-1.33819206]
19042,[-0.53046505],[-0.48671382]
19043,[1.76589642],[0.52003321]
19044,[-0.83439524],[-0.97349968]
19045,[0.82033582],[0.94155436]
19046,[1.52950627],[0.5200369]
19047,[-0.32784492],[-0.71128007]
19048,[-1.01675336],[-1.01921467]
19049,[0.99593993],[0.98287751]
19050,[0.31378549],[0.31220632]
19051,[-0.42915498],[-0.48177297]
19052,[-0.86816526],[-0.44231603]
19053,[-0.05768474],[-0.12780292]
19054,[-0.02391472],[0.05718037]
19055,[1.32688614],[1.12068678]
19056,[-0.05768474],[-0.0520935]
19057,[-1.07078539],[-0.77659526]
19058,[-1.00324535],[-0.9776568]
19059,[0.07739534],[0.00178064]
19060,[-0.09145477],[-0.04945341]
19061,[-1.30717554],[-1.11995852]
19062,[-0.42915498],[-0.22418466]
19063,[-1.27340552],[-1.08064633]
19064,[0.69876374],[0.74389689]
19065,[-0.462925],[-0.52585423]
19066,[-0.01116316],[-0.18631969]
19067,[-0.07119275],[-0.11004073]
19068,[-0.56423507],[-0.42345844]
19069,[-0.28056689],[-0.37123289]
19070,[0.07739534],[0.43277436]
19071,[-0.76010119],[-0.68025687]
19072,[-0.12522479],[0.42791981]
19073,[1.69835638],[2.00949454]
19074,[2.15087467],[2.10171749]
19075,[-0.53046505],[-0.42793084]
19076,[-0.69256115],[-0.69000692]
19077,[-0.29407489],[-0.10629588]
19078,[-0.85803425],[-0.70454015]
19079,[-0.05768474],[-0.17114554]
19080,[1.91448452],[1.93839096]
19081,[-1.58408972],[-1.71172133]
19082,[1.95500854],[2.04464291]
19083,[-0.59800509],[0.0653215]
19084,[-0.47643301],[-0.53885914]
19085,[-0.85465725],[-0.72271588]
19086,[2.47506687],[1.8365493]
19087,[-0.95596732],[-1.0654197]
